Name,City,State,Phone,Email
LEWIS TAYLOR FARMS,TIFTON,GA.,21200Z80V,brim2@planttel.net,229-382-4454,229-382-8930
L.G.V. PRODUCE CORP,NEW YORK,NY.,21200QL8Y,N/A,718-589-8767,N/A
LIBERTY STRAWBERRY SALES,SANTA MARIA,CA.,21200DXXB,N/A,805-928-5771,805-922-0649
LID COMPANY,THE,SASKATOON,2120014IS,lid@concordegroup.com,306-956-3333,306-668-3097
LINDEN ASSOCIATED GROWERS,LINDEN,CA.,21200IS23,info@lindengrowers.com,209-931-4800,209-931-3405
LIONHEART GROUP,INC.,CLEWISTON,21200L6EG,info@lionpro.com,954-984-8665,954-984-8286
LISA,INC.,NOGALES,21200LDEP,jlight@aol.com;,520-281-1863,520-281-2848
LISTER,F.G.,& CO.,21200WRRN,sales@fglister.com,416-251-6591,416-251-0582
LITOWICH,BEN AND SON,INC.,21200C7YU,ben@litowich.com,800-457-2280,954-574-4001
LITTLE B'S PRODUCE,IMMOKALEE,FL.,21200ZY7B,aaea@msn.com,239-657-6200,239-657-6921
LIVACICH,JOHN,PRODUCE,21200TAQC,joea@livacichproduce.com,951-734-6060,951-734-3778
LIVE OAK FARMS,LE GRAND,CA.,21200X8T5,gsmtomato@aol.com,209-389-4546,209-389-4201
LIVINGSTON FARMERS,LIVINGSTON,CA.,21200AVCG,N/A,209-394-7611,209-394-9101
LLANEZA & CO.,SANTIAGO,DR.,212000I76,info@llanezadr.com,809-575-0650,809-575-1522
LOBLAW COMPANIES,BRAMPTON,ON,21200H2V1,customer_service@loblaw.ca,905-459-2500,905-861-2617
LOBUE BROTHERS,INC.,LINDSAY,212005JQ8,joe@lobuebros.com,559-562-1306,559-562-1191
LODESTONE DIVERSIFIED,MARGATE,FL.,2120043XU,debbie@lodestonediversified.com,954-917-6396,954-917-0255
LOMBARDI PRODUCE,LIGHTHOUSE POINT,FL.,212003EZ4,ray@lombardipc.com,954-946-5811,954-946-5822
LONDON FRUIT,INC,PHARR,212000M0H,bob@londonfruit.com,956-781-7799,956-781-2323
LONE STAR CITRUS GROWERS,MISSION,TX.,21200EJVE1,trentb@lonestarcitrus.com,956-424-7775,956-583-1419
LONG & SCOTT FARMS,ZELLWOOD,FL.(all other),21200IFHH,farm@longandscottfarms.com,352-383-6900,352-383-1832
LONG & SCOTT FARMS,ZELLWOOD,FL. (Sales),21200IFHH,bill@longandscottfarms.com,352-383-6900,352-383-1832
LONG & SCOTT FARMS,ZELLWOOD,FL. (Scott's Country Market),21200IFHH,market@longandscottfarms.com,352-383-6900,352-383-1832
LONG & SCOTT FARMS,ZELLWOOD,FL. (Scott's Maze adventures),21200IFHH,N/A,352-383-6900,352-383-1832
LONG CHANG INT'L TRADING,KENT WA.,,21200N3QX,jin.lci@gmail.com,425-251-1688,425-251-8488
LONGLIFE,INC.,THERMAL,21200534C,N/A,760-397-4414,760-397-2300
LONG POTATO GROWERS,CLAIR,NB,21200LH7U,N/A,506-992-2133,506-992-3813
LONGO BROTHERS FRUIT MARKET,MISSISSAUGA,CN,21200SFN5,mike.longo@longos.com,905-673-3099,905-673-1065
L.D.I./LOOMIS DISTRS.,ARROYO GRANDE,CA.,21200SLU8,steve@loomisdist.com,805-473-1644,805-473-1913
LOOP FRESH PRODUCE,MC ALLEN,TX.,21200VVHM,janderson@loopcoldstorage.com,956-687-9501,956-687-1643
LOS ANGELES SALAD CO.,LOS ANGELES,CA.,21200C3VC,customerservice@lasalad.com,626-322-9000,626-322-9022
LOVECCHIO,JOE,& SONS,212000M8K,N/A,209-465-9444,N/A
LUCCA FREEZER & CO.,VINELAND,NJ.,21200XY7D,lfcs@luccacoldstorage.com,856-690-9000,856-690-0700
LUCICH FARMS,DELANO,CA.,21200WMAM,dbishop@grapeman.com,661-725-4550,661-387-1361
LUCICH/SANTOS FARM,PATTERSON,CA.,21200VY2E,blossomhill@inreach.com,209-892-6500,209-892-2446
LUCKS.P.H. INC.,CORAL SPRINGS,FL.,21200WLSZ,plucks@aol.com,954-578-3636,954-578-3724
LUCKY FARMS,INC.,SAN BERNARDINO,21200MIF4,"sales@luckyfarms,com",909-799-6688,909-796-6599
LUCKY STRIKE FARMS,BURLINGAME,CA.,212003XCC,tcook@luckystrikefarms.com,650-877-8333,650-877-0727
LUDLUM,DAVE,PRODUCE,2120054TP,dvludlum@yahoo.com,803-364-0505,803-364-9399
LUND,ALLEN CO.,LA CANADA,21200J8MT,steve@allenlund.com,818-790-8412,866-883-5863
LUPITA'S PRODUCE,HIDALGO,TX.,21200YGB7,lupitaproduce@sbcglobal.net,956-843-4996,956-843-7055
LYNN-ETTE & SONS,INC.,KENT,21200PFQ4,lynnfarm@rochester.rr.com,800-473-2040,585-682-4968
M & J FRUIT SALES,INC.,YAKIMA,21200HY3D,mandjfruitsales@aol.com,509-966-6881,509-966-6905
M & M AGRO INDUSTRIAL,MIAMI,FL.,21200C6QG,RADJA88@YAHOO.COM,786-242-4402,786-242-4402
M & M DISTRIBUTORS,LOS ANGELES,CA.,21200BQWJ,mmpeppers213@aol.com,213-747-7036,213-746-5293
M & M FARMS,INC.,MIAMI,21200RKWV,mannyh@mmfarms.net,800-634-7898,305-233-0813
M & M MARKETING,ST. LOUIS,MO,21200SNMI,dmorrison@tomlange.com,800-325-9659,314-588-0376
M & M PACKING,INC.,GOSHEN,212000FAS,N/A,845-258-4522,845-258-2323
M & M PRODUCE,FRESNO,CA.,21200UL8D,info@mandmproduce.com,559-276-2218,559-276-2805
M & M PRODUCE,INC.,HARTFORD,21200CL5U,frankmusto@juicegrape.com,888-378-4884,860-240-7505
M & M WEST COAST PRODUCE,SALINAS,CA.,21200IRIX,mike@mmwestcoast.com,800-311-8178,831-455-6905
M & R COMPANY/REYNOLDS PACKING,LODI,CA.,21200A1CC,mrpack@inreach.com,209-369-2725,209-369-7943
M & R PRODUCE DISTRS./FOUR S,INC.,BLACKWOOD,21200YZVC,mrproduce@comcast.net,856-566-1615,856-566-1614
M & R SALES,TUCSON,AZ.,21200Z5ID,mriggers@comcast.net,520-531-8731,520-297-1894
M & S BROKERAGE CO.,ROCKY MOUNT,NC.,21200LBWN,N/A,252-443-2221,N/A
M & S QUALITY PRODUCE,MARKHAM,ON,21200F36X,N/A,905-947-0018,905-947-1989
MBG MARKETING LLC.,ST. PETERSBURG,FL.,21200D2JE,stevembgmkt@comcast.net,727-864-1638,727-864-1683
MBG MARKETING DBA MI BLUEBERRY,GRAND JUNCTION,MI,21200GL0N,contact@blueberries.com,269-434-6791,269-434-6791
MCL DISTRIBUTING,INC.,LOS ANGELES,21200Y8UE,sales@mclproduce.com,323-981-1810,323-981-9795
MCM ACRES SALES LTD.,LEAMINGTON,ON,21200V0ZQ,claudio@mcmacrfes.com,519-326-0677,519-326-3646
M. C. DISTRIBUTING,INC.,SALINAS,21200P8K5,mikemcdist@aol.com,831-484-2325,831-484-2354
MAAT PRODUCE,INC.,ZEELAND,212008KY4,bryanmaat@yahoo.com,269-468-6400,269-468-3360
MACIAS,MARIO CO.,BAKERSFIELD,21200JLYZ,Mario@buygrapes.com,661-391-0668,661-391-8336
MACK FARMS,INC.,LAKE WALES,212001QVQ,jason@mackfarms.com,863-692-1200,863-692-0100
MACKAY & HUGHES,TORONTO,ON,21200U0ET,info@mackeyandhughes.com,416-251-2271,416-251-2497
MAC'S LOGISTICS,INC.,CAMERON,21200HUM3,macsrichard@aol.com,254-697-3201,254-697-3220
MAGARRO FARMS,IRVINE,CA.,21200EQUU,N/A,949-859-6506,949-583-1938
MAGIC VALLEY PRODUCE,DONNA,TX.,21200LUNQ,phoenixnfrnt@hotmail.com,956-461-6606,956-464-4460
MAGIC VALLEY PRODUCE,PAUL,ID.,21200T8SN,dennis@magicvalleyproduce.com,208-438-2995,208-438-8338
MAGLIO & CO./THE FRESH GROUP,MILWAUKEE,WI.,21200MA4Q,mgm@maglioproduce.com,414-906-8800,414-906-8810
MAGNOLIA PACKING,INC.,AMERICUS,212001Z2L,royboygt@bellsouth.net,229-924-6997,229-924-2010
MAGROMEX S.A.DE C.V.,GUADALAJARA,MX,21200JUE4,amagana@magromex.com,523336156063,523312040122
MAIN STREET PRODUCE,SANTA MARIA,CA.,2120072I5,scott@mainstreetproduce.com,805-349-7170,805-349-7174
MAINE FARMERS EXCHANGE,PRESQUE ISLE,ME.,21200ZBPG,mfx@mfx.com,207-764-4433,207-764-1382
MAJESTIC PRODUCE SALES,MC ALLEN,TX.,21200370Y,ward@majesticproduce.com,956-928-0300,956-928-1255
MALDONADO,E.H.,& CO.,21200L37N,maldonado@dakotacom.net,520-761-8204,520-761-8865
MALENA PRODUCE,INC..,RIO RICO,21200ZARN,"dstoller@malenaproduce.com; kstoller@malenaproduce.com;
smanriquez@malenaproduce.com",520-281-1533,520-281-2156
MALL,JACK,POTATO BAY CITY,21200E381,djensen.jmpc@speednetlic.com,989-686-0480,989-686-3310
MANATEE LOGISTICS,PALMETTO,FL.,21200EU3Z,N/A,941-723-0477,941-722-3065
MANDELL,BENNY,PRODUCE,212008J0H,N/A,352-291-9445,352-291-9446
MANDUJANO BROTHERS,COYANOSA,TX.,212007CPZ,mandujanobros@hotmail.com,432-448-2033,432-343-2082
MANFREDINI ENTERPRISES,LANDENBERG,PA.,N/A,rbalsimo@manfredini.us,610-268-8088,N/A
MANFREDINI ENTERPRISES,LANDENBERG,PA.,N/A,Lbell@manfredini.us,330-538-3293,330-538-3294
MANFREDI'S COLD STORAGE,KENNETT SQUARE,PA.,21200CXPL,info@manfredicoldstorage.com,610-444-5832,610-444-3390
MANIS,WILLIAM PROD.,PLANT CITY,21200VRZK,michelles@manismarketing.com,813-759-1544,813-759-1503
MANN PACKING CO.,SALINAS,CA.,212002E5H,info@mannpacking.com,831-422-7405,831-757-5055
MANSON GROWERS CO.,MANSON,WA.,21200XGY4,john@mansongrowers.com,509-687-6396,509-687-9657
MANUEL'S PRODUCE,MEXICALI,MX.,21200VU3T,N/A,526865529226,526865525466
MANWELL PRODUCE,VALDOSTA,GA.,21200DFYQ,chris@manwellproduce.com,229-219-7710,229-219-7445
MAP PRODUCE LLC.,NOGALES,AZ.,21200JW7G,wjc@theriver.com,520-281-2863,520-281-4375
MAPLE WOOD FARM,INC.,MT. VERNON,21200PJUQ,mwood@fidalgo.net,360-424-8667,360-424-7705
MAPLE WOOD SALES,INC.,MOUNT VERNON,21200BVZY,mwood@fidalgo.net,360-424-8667,360-424-7705
MAR-GEN SALES CO.,NOGALES,AZ.,21200P4HF,bobbypesquera@yahoo.com,520-761-4300,520-761-4775
MARANO. ANTHONY CO.,CHICAGO,IL.,21200TSCQ,sales@amarano.com,773-321-7500,773-321-7800
MARCELINO'S AVOCADOS,SAN BERNARDINO,CA.,21200PUXF,marcelinosavocad@yahoo.com,909-884-0281,909-884-0281
MARCHESOTTI,JOE CO.,MANTECA,21200XASD,bestoniono@aol.com,209-982-0843,209-982-9464
MARCHINI,J.,FARMS,2120003A1,sales@jmarchinifarms.com,559-665-2944,559-665-2243
MARCKS BROS.,ST. ANSGAR,IA,21200R8KF,N/A,641-736-4678,N/A
MARIA VICTORIA,INC.,SMITHTOWN,21200Y4MA,sales@mariavictoria.net,631-584-4508,631-584-4512
MARKER 29 PRODUCE,ONANCOCK,VA.,2120055XN,sterling@marker29produce.com,800-446-8530,757-787-1294
MARKET BASKET,PONTOTOC,MS.,21200C7YV,marketbasketthe@bellsouth.net,662-489-7955,662-489-3318
MARKET DISTRIBUTING,DALLAS,TX.,21200VHG2,mktdist@airmail.net,214-748-6333,214-748-4201
MARKET SOURCE,MILWAUKEE,WI.,2120066NB,fjz@marketsource.cc,414-906-8808,414-906-8809
MARKON COOPERATIVE,INC.,SALINAS,21200GGWP,richardr@markon.com,831-757-9737,831-757-9751
MARKON COOPERATIVE,INC.,SALINAS,21200GGWP,joea@markon.com,831-757-9737,831-757-9751
MARKS PRODUCE,LLC.,CAPRON,21200C2Q3,marksproduce04@aol.com,877-424-4343,757-653-0282
MARQUEZ PRODUCE,LOS ANGELES,CA.,21200173T,oolguin@marquezproduce.net,213-622-7638,213-622-5357
MARSH & HERB IMPORTS,LOS ANGELES,CA.,21200QRAC,lizhao8989@yahoo.com,213-892-9966,213-892-9997
MARSHALL'S PLACE,INC.,N. MIAMI BEACH,2120085PL,marshall@americanfruitand produce.com,305-681-1336,305-688-6223
MART PRODUCE CORP.,RUPERT,ID.,21200884G,jim@martproduce.com,208-436-0611,208-436-4372
MARTENS FARMS,PORT BYRON,NY.,21200Z1SF,N/A,315-776-8821,315-776-8201
MARTIN PRODUCE,INC.,CHICAGO,21200MK0J,N/A,773-522-4880,773-522-5768
MARTINDALE DISTRIBUTING,SALINAS,CA.,21200BSEE,N/A,831-422-7651,831-422-2414
MARTINEZ FARMS,ALAMOSA,CO.,21200HVWV,N/A,719-852-2498,719-852-5889
MARTINEZ RANCH,SAN DIEGO,CA.,21200ZVKI,N/A,619-661-5415,619-661-0221
MARTIN'S PRODUCE SALES,SASKATOON,SK,21200EFIH,martins@martinsproduce.com,306-933-1900,306-933-3217
MAS & FILS JARDINIER,ST. MICHEL DE NAPIER,QB,21200EW6R,sebastien@masetfils.com,450-454-3349,450-454-6250
MAS MELONS & GRAPES,RIO RICO,AZ.,21200M5NP,miky@masmelons.com,520-377-2102,520-377-2375
MASHHONN'S PRODUCE,SANTA BARBARA,CA.,21200JCG8,mashproduce@yahoo.com,805-965-5191,805-965-2566
MASON DIXON PRODUCE,TRUFANT,MI.,212005JRT,N/A,616-889-7719,616-249-8020
MASS PRODUCE,INC.,GURNEE,212000VFC,one800cabbage@aol.com,800-222-2243,847-782-0480
MASSER,STERMAN,INC.,21200DMY8,dmasser@masserspuds.com,570-682-3709,570-682-3259
MASTER ONION SALES,PHILADELPHIA,PA.,21200B4VM,masteronion@email.com,215-604-1063,215-604-0292
MASTERS INTERNATIONAL,TORONTO,ON,2120038ZK,william@masterinternational.ca,416-259-6363,416-259-6223
MASTRONARDI PRODUCE,KINGSVILLE,ON,212001T5Q,N/A,519-326-1491,519-326-8799
MATSON FRUIT CO.,SELAH,WA.,21200YIF4,N/A,509-697-7100,509-697-8168
MATTNER,JEFF,PRODUCE,21200DDKY,N/A,269-926-4800,269-926-6170
MAUI FRESH INT’L.,SANTA PAULA,CA.,21200RSSD,mikea@calavo.com,805-921-3269,805-921-3287
MAUI PINEAPPLE COMPANY,LTD.,BRENTWOOD,21200G187,lizi@calavo.com,925-626-3242,925-626-3252
MAVERICK MARKETING,ATWATER,CA.,212004BHU,maverickmarketing@tom.blackberry.net,209-261-9267,209-385-3127
MAY PRODUCE,CO.,INC.,21200WM6E,N/A,626-572-3168,626-572-2888
MAYER PRODUCE,LTD.,PLATTEVILLE,21200X770,N/A,970-785-6067,970-785-0750
MAYFIELD BROKERAGE,LODI,CA.,21200Q8VZ,N/A,209-367-1592,209-367-3746
MAYRSOHN INTL TRADING,MIAMI,FL.,212002MSP,mayrsohn@hotmail.com,305-470-1444,305-470-1440
MAZZEI-FRANCONI CO.,EDISON,CA.,21200BT3G,mzfr@starband.net,661-366-5721,661-366-0471
MBA PRODUCE GROUP,OCEANSIDE,CA.,21200SUFR,N/A,760-721-1770,760-721-1775
MBC,LLC.,TERRE HAUTE,21200DP5A,N/A,812-232-1495,812-234-4436
MBT PRODUCE INC.,JACKSONVILLE,FL.,21200PDWE,westhigpen@bellsouth.net,904-230-9041,904-230-9035
MCBRYDE,WILLIAM E.,UVALDE,21200R4F3,mcbrydeprod@yahoo.com,830-278-3351,830-278-4762
MCCAIN FOODS USA,INC.,LISLE,2120052rb,N/A,630-955-0400,N/A
MCCAIN PRODUCE,INC.,FLORENCEVILLE,2120028BH,produce@mccain.ca,506-392-5541,506-392-8338
MCCLELLAN PRODUCE,ANN ARBOR,MI.,21200HGDQ,emcclell@umich.edu,734-995-6720,734-995-6733
MCCORMICK & MILNE,MONTE VISTA,CO.,212002IYQ,asbellmccormick@amigo.net,719-852-4727,719-852-4326
MC DANIEL FRUIT CO.,FALLBROOK,CA,21200UH2C,larry@mcdanielavocado.com,7690-728-8438,760-728-4898
MCMELON,INC.,LAKE WALES,21200YZQN,mcmelon@aol.com,863-678-0000,863-678-0022
MCRAE PRODUCE CO.,INC.,MT. PLEASANT,21200T400,scpeachman@aol.com,843-884-6895,843-849-8513
MECCA FARMS,INC.,LAKE WORTH,21200QVVA,N/A,561-968-3605,561-968-3740
MEDICINE HAT WHOLESALE,MEDICINE HAT,AL,21200K56Y,N/A,N/A,N/A
MEENA'S MATT,QUALITY,JACKSONVILLE,21200EIQA,N/A,904-398-7727,904-396-6300
MEGA FRESH,INC.,MILFORD,21200BSYD,gary@megafresh.com,203-878-4979,203-878-5129
MELBOURNE MELON GROUP,PALM BAY,FL.,212007SN6,N/A,321-674-9902,321-674-9727
MELISSA'S/WORLD VARIETY PROD.,LOS ANGELES,CA.,212007PBI,mikes@melissas.com,800-588-0151,323-588-7841
MELLONE WHOLESALE,HACKENSACK,NJ.,212000614,N/A,201-343-0233,201-343-0622
MELONS WEST,INC.,OLYPANT,21200BS17,onions@michaelcutlerco.com,570-586-5600,570-383-5041
MELONS WEST OF NEW YORK,OLYPANT,PA.,21200MRXF,melonswestny@yahoo.com,800-258-6646,570-383-5034
MELONSOURCE,INC.,CHICAGO,21200AK77,melonsource@aol.com,800-624-2123,708-429-9402
MERCATROPIC,CORP.,HIDALGO,21200G0EF,joseluis@monterico.com.mx,956-843-8237,956-843-6382
MEREX FOOD CORP.,YONKERS,NY.,2120087AA,merexny@aol.com,914-376-0202,914-376-0702
MERIDIAN FINE FOODS,LLC.,MCALLEN,N/A,eli.nunez@freshkampo.com,210-453-9977,N/A
MERIDIAN FRUIT & PRODUCE,MERIDIAN,MS.,21200RULG,N/A,601-693-4935,N/A
MERLINO BROS. FARMS,HAMMONTON,NJ.,2120051VF,merlinobrosfarms@comcast.net,609-567-8920,609-561-7659
MERRICK VALLEY PRODUCE,ANDOVER,MA.,21200J765,N/A,978-475-4581,978-475-4581
MERRIN-CRAVENS CO./UNIVERSAL PROD,FOREST PARK,GA.,21200XSL1,daver@merrin-cravens.com,404-366-8030,404-366-8325
MESA CITRUS GROWERS,MESA,AZ.,21200P2HK,N/A,480-964-8615,480-834-0764
MESA PRODUCE,LLC.,MESA,2120060YI,timwarbington@yahoo.com,602-680-7439,602-680-7451
MESQUITE ENTERPRISES,VISALIA,CA.,21200UZGP,derrick@mesquiteent. Com,559-635-1200,559-635-1230
METRO RICHELIEU,INC.,QUEBEC,21200W8QS,N/A,418-663-3928,418-663-8919
METROPLEX PRODUCE,ATLANTA,GA.,212002MT2,N/A,214-421-9564,N/A
METZ FRESH,LLC,KING CITY,21200Q0XK,sales@metzfresh.com,831-386-1015,831-386-1019
METZ POTATO CO.,MONTE VISTA,CO.,21200U4LV,metzpotato@amigo.net,719-852-3462,719-852-0915
MEX FLORES PRODUCE,HOUSTON,TX.,21200AJCK,martin@mexfloresproduce.com,713-802-2543,713-861-8927
MEX-PRODUCE SALES,NOGALES,AZ.,21200H4VL,N/A,520-337-2996,520-377-2919
MEXBROS FRUIT,INC.,SAN DIEGO,21200G74Y,sales@mexbros.com,619-671-9100,619-671-9900
MEXICO'S AVOCADOS,MCALLEN,TX.,21200V1AF,ruvalcabachb@hotmail.com,956-702-9010,956-702-9030
MEXLAND CORPORATION,LOS ANGELES,CA.,21200S74R,N/A,213-622-7462,213-291-8090
MEYER,LLC,NOGALES,21200DQFL,nbracamonte@meyernet.com,520-264-0018,520-281-0519
MEYER TRADING CO.,TUBAC,AZ.,21200BUYZ,meyertrading@msn.com,520-287-9436,520-398-9076
MEZA SIERRA ENTERPRISES,MCALLEN,TX.,21200FELN,vamesi@msn.com,956-661-9391,956-661-9371
M.G. PRODUCE d/b/a MOO GUNG INT'L,LOS ANGELES,CA.,21200PPR2,N/A,323-261-9100,323-261-9101
MIAMI AGRO IMPORT,INC.,MIAMI,212001V30,tulca18@aol.com,305-994-3260,305-994-3264
MIAMI BEST TROPICAL,MIAMI,FL.,212001HUM,rvega@miamibesttropical.com,305-592-0067,305-437-7675
MICHAEL,J. & CO.,ENCINITAS,21200W7FR,N/A,760-634-6420,760-634-6424
MICHAEL FARMS,URBANA,OH.,21200XGX1,N/A,937-484-3573,N/A
MICHIGAN FRESH MARKET,BELDING,MI.,21200IJ14,tom@michiganfresh.com,616-794-3770,616-794-3775
MICHIGAN SUMMER BLUEBERRIES,MANGOR ME.,,21200QYZS,michigansummer@btc-bci.com,269-427-7261,269-427-8797
MIDWAY PRODUCE,INC.,HORTONVILLE,2120064L6,midwayproduce@gmail.com,920-779-6003,920-779-4977
MIDWEST MARKETING CO.,INC.,VINCENNES,21200REK8,jimsmith@cbnst1.com,812-882-4415,812-882-9010
MIEDEMA PRODUCE,,HUDSONVILLE,21200R6VX,info@miedemaproduce.com,616-669-9420,616-669-2524
MIKAMI BROS.,MERMISTON,OR.,212008IFR,N/A,541-567-7603,541-567-7605
MIKE & MATT PRODUCE,VINELAND,NJ.,21200L142,jmongo15@aol.com,856-691-8662,856-696-9239
MIKE AND MIKE'S INC.,WOODBRIDGE ON.CD.,,212005QBY,mfronte@mikeandmikes.com,416-987-2772,416-987-2771
MIKE FORD PRODUCE,TERRELL,TX.,212008FER,lunkerhunter@msn.com,972-524-6500,972-551-0858
MIKE'S LOADING SERVICE,EDINBURG,TX.,21200ZNR5,mikesload@hotmail.com,956-292-2700,956-292-2750
MIKEYS CHOICE,BRONX,NY.,21200AK8D,mikeystropical@hotmail.com,917-642-1656,718-728-4878
MILITARY PRODUCE GROUP,NORFOLK,VA.,21200VTKQ,rbrittain@mproducegroup.com,757-852-2700,757-852-2702
MILLBRIDGE FARMS,INC.,VINELAND,21200V6SQ,qualitypr@aol.com,856-794-3196,856-794-9189
MILLENNIUM PRODUCE,CHICAGO,IL.,21200N3J5,y2kproduce@msn.com,312-617-3230,773-395-2586
MILLER TRUCK LINES,STROUD,OK.,21200NLJH,vinp@millertrucklines.com,918-968-3584,918-968-3226
MILLS FAMILY FARMS,SALINAS,CA.,21200RQFL,info@millsfamilyfarms.com,831-757-3070,831-424-9475
MIMBRES VALLEY PROD.,DEMING,NM.,2120060Q2,mimbres@zianet.com,505-546-0441,505-546-4761
MINARDO,FRANK,INC.,21200YBTG,N/A,480-325-3988,480-325-3982
MINERAL KING PRODUCE,LLC.,VISALIA,21200LKRE,jeff@mineralkingproduce.com,559-733-7070,559-733-7080
MINNESOTA PRODUCE,MINNEAPOLIS,MN.,21200JFXX,paul@minnesotaproduce.com,612-377-6790,612-377-3768
MINPAC PRODUCE INC.,CALGARY,ALBERTA,21200UR47,minnaar.canada@telus.net,403-214-2801,403-287-8449
MINTON SUN,INC.,FORT PIERCE,21200PYT0,nelsonff@bellsouth.net,772-464-3504,772-466-7479
MIRABELLA FARMS,INC.,FRESNO,21200Z278,mirabella@hughes.net,559-237-4495,559-237-4459
MISIONERO VEGETABLE SALES,SALINAS,CA.,2120036SR,sales@misionero.com,831-424-7063,831-424-0740
MISS MARGUERITE'S PRODUCE,SELLERSBURG,IN.,21200G3TF,N/A,812-246-5466,812-246-5468
MISSION ASPARAGUS,OXNARD,CA.,21200EUWL,N/A,888-549-3421,805-981-3662
MISSION PRODUCE,OXNARD,CA.,21200N4PG,domesticsales@missionpro.com,805-981-5267,805-981-3662
MISSION SHIPPERS,LTD.,EDINBURG,21200U6K6,sales@missionshippers.com,956-380-6211,956-380-1063
MISSISSIPPI DEPT OF AGR & COMMERCE,BASSFIELD,MS.,21200EQ6F,johnch@mdac.state.ms.us,601-943-6208,601-943-6209
MIX MARKETING GROUP,KNOXVILLE,TN.,21200G7ID,brettmix@tds.net,865-693-0202,865-693-0203
M J FARMS,MADERA,CA.,21200GN4U,N/A,559-645-5523,559-645-7125
MOBILE PRODUCE,INC.,SANTA MARIA,21200YYBP,N/A,661-587-4421,661-679-1066
MOCEO PRODUCE,INC.,SANTA CRUZ,21200XJF3,costella@cruzio.como,831-427-9988,831-466-0542
MODERN MUSHROOM,KENNETT SQUARE,PA.,21200V811,info@modernmush.com,610-268-3535,610-268-3099
MODERN PRODUCE FARMS,FLORIDA,NY.,21200IMU2,pjarocki@modernproduce.com,845-258-4690,845-258-4477
MOL PRODUCE CO.,INC.,GRAND RAPIDS,21200E4GR,danmol@molproduce.com,616-453-1075,616-453-3605
MOLINELLI,JOHN,INC.,21200NZBZ,N/A,856-691-4777,856-794-8307
MOLLOY FARMS LTD,TUAKAU,NZ.,21200PU67,johnmolloy@molloyfarms.co.nz,649-236-9900,649-236-8200
MONCO PRODUCE,INC.,TORONTO,21200HL3R,monco@hotmail.com,416-232-0955,416-232-2204
MONETTA PEACH PACKING,MONETTA,SC.,21200I5RI,N/A,803-685-5344,803-686-7085
MONROE & SONS PRODUCE.,BAKERSFIELD,CA.,2120063T3,fruitsales@mandsproduce.com,661-631-5140,661-631-5144
MONSON FRUIT CO.,INC.,SELAH,21200VHDT,mikem@monsonfruit.com,509-597-9175,509-697-4131
MONSOON PRODUCE/CEGCO,NOGALES,AS.,21200TITQ,carlosmonsoon@mchsi.com,520-377-3569,520-377-9416
MONTALVO INTERNATIONAL,HOUSTON,TX.,212005KL6,N/A,713-694-6197,713-694-3345
MONTE VISTA POTATO,MONTE VISTA,CO.,212006PPN,N/A,719-852-3722,719-852-4327
MONTEREY ORGANICS,SALINAS,CA.,21200G6NC,N/A,831-755-0883,831-755-0822
MONTOVA PRODUCE CO,HIDALGO,TX.,21200T5U7,elivar01@hotmail.com,956-843-6611,956-843-6612
MOODY CREEK PRODUCE,SUGAR CITY,ID,21200IA0Z,N/A,208-356-3614,208-356-4373
MOOG MARKETING,INC.,OSTEEN,2120066DT,sarah@moogmarketing.com,407-324-3313,407-324-7139
MOON,JOHN E.,FORT MYERS,21200AXSZ,N/A,239-768-2725,239-768-2740
MOONLIGHT PACKING,REEDLEY,CA.,21200022Y,sales@moonlightcompanies.com,559-637-7799,559-638-7199
MOONLIGHT SALES CORP.,REEDLEY,CA.,21200QWYF,sales@moonlightcompanies.com,559-637-7799,559-637-7199
MOORE & PORTER PROD.,THOMASVILLE,GA.,21200LL7C,morepor@rose.net,229-226-1737,229-226-4593
MOORE,THOMAS E.,INC.,212007ZPD,tcullen@thomasmoore.com,302-674-1500,302-674-3476
MOR USA,INC.,NORTH BRUNSWICK,21200UG3G,mor103@optonline.net,732-545-6344,732-875-0056
MORADA PRODUCE CO.,LINDEN,CA.,21200WE8R,foppianoranch@aol.com,209-546-1816,209-546-0427
MORARI SPECIALTIES,MIAMI,FL.,212001KE4,morari@morarispecialties.com,305-716-5191,305-716-9965
MORNING STAR FOODS,MADISON,WI.,212007QMF,N/A,608-257-1006,608-257-6062
MORRIS,GENE CO.,INC.,2120007LE,gene@genemorriscompany.com,803-419-9000,803-419-5558
MOTHER NATURE'S PRODUCE,OCEANSIDE,CA.,212006HUP,mothernaturesprod@sbcglobal.net,760-722-6931,760-722-8364
MOTOR CITY BROKERAGE,DETROIT,MI.,212003NZ1,mtcitybr@aol.com,734-281-6550,734-281-6479
MOTT,ELMER C.,ARCADIA,21200AQ18,N/A,863-993-1800,863-993-4440
MOUNTAIN GOLD,INC.,REXBURG,21200AN8K,mountaingold@onewest.net,208-359-2605,208-359-2619
MOUNTAIN HIGH POTATO & ONION,KEIZER,OR.,21200GBEW,pbbutler01@comcast.net,971-239-1505,503-393-1407
MOUNTAIN QUALITY MARKETING,MONTROSE,CO.,21200XS6H,mgm@montrose.net,970-249-0435,970-240-3779
MOUNTAIN VALLEY PROD.,CENTER,CO.,21200ZBBS,sales@mvpincorporated.com,719-754-2139,719-754-3190
